Product,Review,Ratings
Canuckley,"Brief Review:

O: Highly rated beer here from Transient, from my home state. Just got through Kentuckely, which I thought was just okay. Surprised to see such high ratings for this beer. Kind of a competitor to CBS, but with extra maple syrup and vanilla added. Gets a little muddled because of that for me. Little boozy and hot as well. It's a decent beer, I just wouldn't say it's that well balanced.

Recommendation: One of the better Transient beers I've had, but maybe not world class just yet.",4.5
Canuckley,"Vintage 2020 in 2022
Look - Black and thick with a nice light tan head great thick tan bubbly rimming and sticky lacing
Smell -bourbon barrel booze with a slight maple
Taste -great balance of bourbon barrel maple vanilla with nice slight coffee roasted malt
Feel -medium full body light body creamy
Overall - great well balanced with a ton of barrel. Not overly sweet and really nice",4.5
Sunday Brunch - Bourbon Barrel-Aged,"Who says that you can't have brunch at night, or that you can't have one on Tuesday? Kane Brewing's pick-me-up and put-me-down Imperial Porter means that you can have that Sunday brunch anytime you'd like.

Bourbon Barrel Aged Sunday Brunch is a bold and dark ale that pours with a scant froth and a near-black appearance to achieve the look of a dark roasted coffee. Its decadent and roasty scent immediately strikes the nose with maple, bourbon spice, cocoa and coffee. Its strong malty taste greets the tongue with a hearty sweetness of maple, molasses, caramel, candied coconut and vanilla.

And that decadence continues across the middle palate as the sweetness turns to a robust. dark roast coffee, walnut, dark chocolate wrap around the caramel and cream, and ushers in a bittersweet taste with nuances of charred oak, coconut, peppery whisky and a woodsy bitterness to offset the lingering malts.

Full in body, the lavish porter is mild enough in texture to mimic the feel of a nougat, suggared espresso bean, except with a hot chocolate under current. Spiced with a bourbon inspired glaze, the oaken attitude of charred woods and peppery tannins play a sweet and spicy tune on the after palate.",4.25
Sunday Brunch - Bourbon Barrel-Aged,"2020 bottle, slight improvement on an already great beer.",4.5
Sunday Brunch - Bourbon Barrel-Aged,"Pours dark and a bit on the thin side. Thin head fades quite quickly. Big maple syrup aroma, followed by chocolate and coffee. Barrel aroma is faint. Tastes like the original Sunday Brunch, with an additional depth to it via barrel aging. Flavor is dominated by maple syrup; cinnamon follows quickly, and finishes with a touch of coffee. Cinnamon adds a gritty dimension to it, and becomes pervasive as it warms. The bourbon barrel treatment doesn’t offer a lot in this beer unfortunately. Just a little extra chocolate and mellowness. Carbonation is light, and it feels thin, has a bit of a tanginess to it. Overall, not an exceptional BA beer from Kane, I expected a little bit more from the barrel program than this.

1/26/20
500 ml bottle released 1/25/20
4.25 rating",4.25
Sunday Brunch - Bourbon Barrel-Aged,"Disclaimer: Not a professional beer-rater. Just enjoy a nice tasty beer.

-Enjoying this fine porter on release day (01/25/2020). Poured straight from the bottle into a tulip glass.

-Shallow pour shows a nice brown color. Appears black and turbid in a full glass but the nice brown color remains on the edges. Head is a nice light brown, which died down pretty quickly. Not very much lacing.

-Very sweet smelling maple and boozy bourbon. Those are the only scents I'm getting. Not smelling any coffee really.

-Tastes exactly as it smells. Strong maple and bourbon flavor but that's about it. Would be lying if I said I tasted coffee. Pure bourbon and maple flavor, which is not necessarily a bad thing but it feels pretty different from the original Sunday brunch. One thing worth noting though is that it doesn't taste as boozy as it smells. The alcohol is hidden very well. Would not have guessed it was 11%.

-Mouth feel is near-perfect. Not as thick as I would have expected but surely far from watery. Perfect amount of carbonation.

-Overall, I think this beer is absolutely delicious and deserves its highly acclaimed status. That being said, I would definitely like if there was a bit more coffee flavor to it, as that is one of my favorite aspects of the original Sunday brunch. Is it worth the price? Debatable. But its damn good and I would definitely recommend it to any porter/stout lover. 5/5.",5.0
Parabajava,"Served from tap in a flared pokal at Consume.

Pours a deep onyx topped by a finger of tan foam. The nose comprises sweet coffee, roasted malts, cocoa, and a twinge of whiskey barrel. The taste brings in more of the same, the coffee attempting to crowd out all else, though mostly in vain. The body is a hefty medium, with a light moderate carbonation and a sorta/kinda drying finish. A very nice bit of coffee-centric impy goodness.",4.0
Parabajava,"Pours black with a finger of tan-khaki foam. Aroma is roasty, toasty, nutty, and caramely malts with some mild coffee mixed into the nose. Dark chocolate and molasses mingle for a little sweetness and complexity. Flavor profile is heavy stout, with roasty, toasty, caramely, nutty, and bready malts. Coffee comes in just after the start and lingers to the end. Mild coffee notes. Dark chocolate and molasses add a little further sweetness. Some bourbon and alcohol heat on the backend. Mouth feel is thick and heavy with a surprisingly still texture. Overall, heavy stout with some great coffee notes and some boozy heat too. Good blend of each, allowing the base stout to shine through the mix.

Draft.",4.5
Parabajava,"Extraordinarily rich and flavorful stout. Smell and taste of stewed, sweetened dark berries. Intense dark chocolate. Subtle licorice and dark coffee. Bourbon whiskey background that is more pronounced as it warms - boozy. Excellent head and lacing atop a rich dark brown. Glad to have found it on tap.",4.5
Parabajava,"2019 vintage, 13.2% ABV, 56 IBU, purchased form the cooler at Firestone in September and refrigerated until now (about 5-6 weeks later) poured into 2 snifters from a 12 oz bottle. Off-black color, about 1/8 inch or less of head. virtually no lacing. Wonderful roasted grain and coffee smell, but not as intense as some others like this style. Taste follows the brewer's description quite well. Most excellent mouthfeel; very smooth and viscous. Overall one excellent beer marred only by the hefty pricetag of $10/12oz and I prefer a little more head retention and a little more coffee-forward smell, which I admit is totally subjective.",4.75
Parabajava,"Look: very dark brown, nearly opaque. Some cola highlights when held to light. Nice frothy mocha head.
Smell: big roasty semi sweet chocolate and coffee.
Taste: much like the nose. A slight bitterness in the finish, but very balanced by semi sweet chocolate.",4.5
Parabajava,Had on tap at FW Propagator.,4.5
Parabajava,"12oz bottle of 2019.

Coffee so well done as complimentary accent. Nose was far more dynamic on the bottle, and the taste was exquisite. More coffee presence than the previous batch. Loved it!",4.75
Twice the Daily Serving: Raspberry,"The color: raspberry.

The aroma: raspberry. In duplicate

The flavor: raspberry. In quintuplicate.

The feel: medium, full, and fitting for a grown fruit juice box.

This made me think of my Dad, whose guilty pleasure was a raspberry milkshake from Dairy Queen. This is all raspberry, all day (and night and the next day) long.

I thought the New Glarus fruited beers (like Raspberry Tart) were as good as fruited beers could get.

I was wrong - so, so wrong. This is traveshamockery good. Stunningly world class.",4.75
Twice the Daily Serving: Raspberry,"Canned 11.11.21, opened 11.20.21

Brewers Notes: Daily Serving was born out of our desire to express intense, saturated fruit character in beer form. After thoughtful experimentation with Permutation 6.47 and 6.51, we found that a base recipe similar to the German Berliner Weisse style, with its delicate, yet fluffy mouthfeel and even-keeled acidity is the perfect foundation for robust fruit additions.

For Twice the Daily Serving, we've amplified the mouthfeel, fruit addition, and ABV to achieve our most expressive and luscious fruit beer to date. Brewed with an outlandish amount of raspberries, this beer pours a gorgeous deep ruby red color. Lively aromas of homemade jam, juicy raspberry, and mixed berry fruit leather delight the palate. It finishes full-bodied, slightly sweet, and remarkably drinkable.

MALT: American 2-row Barley, Flaked Wheat, White Wheat, Acidulated Malt

HOPS: CTZ

ADDITIONAL INGREDIENTS: Raspberries

Poured into a handbell ipa , one finger pink creamy foam cap over a deep ruby red hazy liquid

Aroma is raspberries , raspberry jam

Taste is sweet tart raspberry ham , raspberries

Mouthfeel is credd as my, low sudsing , sweet tartness tang lingers in the my mouth mouth

Been waiting for this one to be re-released . It is so good . Not as tart as a traditional Berliner weisse and much sweeter and fruitier . Delicious raspberry tasting beer. Highly recommended , gonna buy some more of this beer",4.75
Twice the Daily Serving: Raspberry,"Amazing! Raspberry overload, sweet, sour, dank! Definitely would love to drink again! Have had others from this series and always great! Trillium boom!",4.5
Twice the Daily Serving: Raspberry,"Flawless fruit smoothie beer. It really nails it across the board, but what sets this fruit smoothie apart from others is the cleanness and drinkability. Nothing cloying not overly sweet. Dialed in to perfection.",5.0
Twice the Daily Serving: Raspberry,"Picked up cans today at the brewery. I live near a farm, and enjoy picking raspberries regularly. Wow! Incredible smelling beer. Amazingly fresh raspberry taste. Reminiscent of being at the farm and sampling a couple of berries right off the bush. And the taste - blew me away. Raspberry smoothie meets beer. One of the most enjoyable — no, *the* most enjoyable — fruited beer I’ve ever had. Blew me away. More, please!",5.0
Twice the Daily Serving: Raspberry,"Canned on 09/01/2020. Enjoyed on 09/22/2020. Absolutely ridiculous amount of raspberries in this! If I could give the aroma and taste a 6 out of 5, I would. This pours so thick, it’s like Odwalla but in a good way.",5.0
Moment Of Clarity,"Canned 2022, no further dating available.

This is lovely. Balanced, approachable, and extremely easy to drink. The sweet stout base shine through in all its chocolate milky glory. The extra additions play minor supporting roles only, with the coffee being the least noticeable unfortunately.",4.5
Moment Of Clarity,"Appearance - The beer poured a silky black with a bubbly tan head.

Smell - The maple really came through in the nose. Chocolate notes were also present.

Taste - The initial profile was dominated by chocolate and maple. There was a coffee presence. The finish had vanilla, but was mostly chocolate.

Mouthfeel - The milky nature of the stout made it quite nice.

Overall - I have had better milk stouts.",4.25
Moment Of Clarity,Liker of Milk Stout but this one was wY to much for me..this one gets into that black licorice and boozy taste wherea I like my milk stouts with a hint of chocolate snd lighter.,2.75
Moment Of Clarity,"This one pours like thick motor oil and yields a beautiful two-finger mocha head that hangs out for a while.

The nose is of dark roast coffee, roasted malt and a touch of mapley sweetness. I can’t wait to dive in.

The feel is thick and chewy, and the taste follows the nose; robust coffee notes with a touch of sweet maple. Fantastic stout with huge flavor. And loving that it’s only 7.7%. (The fact that I used the word “only” goes to show how out of control ABVs have gotten!)

One drawback as I get deeper into the glass is that the bitter burnt coffee notes that I found pleasant at the beginning turn into a laborious astringency that makes me take the taste points down a notch.",4.5
Moment Of Clarity,"If I could have a can of this in my fridge at all times, I would. Just a great non BA maple stout - perfection for what it is.",4.75
Moment Of Clarity,In general I’m not a fan of milk stouts but I do enjoy having this moment of clarity.,4.0
Moment Of Clarity,WOW that's delicious!,5.0
Moment Of Clarity,"Capped off a week on the cape with a pick up from tree house on the way back. The selections at sandwich are limited, so I ordered a 4-pack.

It pours marvelously and has a thickly dark tabacco black. Aroma brings coffee and chocolate tones. The taste follows but for me the prune overwhelms.

This is my first milk stout, so unfortunately im comparing this to memories of barrel aged stouts.",4.0
Moment Of Clarity,Can courtesy of yllib.,4.25
Plead The 5th - Bourbon Barrel-Aged,I had a 2016 and was curious what 6 years of aging would do. Definitely mellowed it out a bit and knocked off the rougher edges. Mostly left with a mellow oak and vanilla bourbon flavor over a nice toasty base stout. Quite nice.,4.25
Plead The 5th - Bourbon Barrel-Aged,"Look - Fantastic black and thick with a really nice thick foamy tan head
Smell - dark chocolate caramel molasses roasted malts boozy and bourbon woody smells
Taste - chocolate coffee with that woody caramel molasses bourbon barrel from the get go. Slight dark fruit and vanilla in the back with a little bit of bitterness
Feel - medium full body with a very light carb. Could use a little more thickness to it in my opinion but still nice
Overall - Really nice Classic BA Russian Imperial. Very complex with a ton of smells and flavors.",4.25
Plead The 5th - Bourbon Barrel-Aged,Pours jet black like used motor oil. Has a medium dark caramel head on top. Gives off a burnt coffee smell. Taste of roasted burning malts. Barrel is nowhere to be found. Overall beer is delicious!!,4.5
Plead The 5th - Bourbon Barrel-Aged,"12 oz can poured into a snifter at 55 degrees F. Side by side tasting with Plead the 5th:
L - dark and silky with a dark hazelnut head that quickly evaporated
S - bourbon, molasses
T - lots of bourbon, drowns out most of the other flavor, bit of molasses on the finish
F - thick mouthfeel with medium carbonation
O - good, settles down nicely a bit after being decanted, the bourbon fades a bit and coffee and molasses flavors become more prominent",4.5
Plead The 5th - Bourbon Barrel-Aged,"2021-12-17
12oz can served in a footed pilsner glass. No date that I can see. Received in a LIF associated with NBS BIF #14 from @Whyteboar.

Pours black, opaque, thick-looking but not syrupy, with a fairly small but fairly persistent head. Smell is extremely rich, bourbon, vanilla, molasses, dates, tons of anise.

Taste is super chocolatey, lots of vanilla, anise is more on the back end, hoppy/roasty bitterness coming a bit after that. Building up, giving me burnt toffee character.

Mouthfeel is medium to thick, bit of a chalky texture. This is a very good beer.",4.25
Plead The 5th - Bourbon Barrel-Aged,"#86, yum, yum",5.0
Plead The 5th - Bourbon Barrel-Aged,"Plead the 5th barrel aged variant is a fantastic stout from Michigan. It is well rounded, comes in 12 oz cans, and heavy on the bourbon. Super sticky and a lot of fruit notes. Impressive from Dark Horse.",4.25
Plead The 5th - Bourbon Barrel-Aged,It’s really difficult to get better than this when it comes to Russian imperial stouts. You can see why this is listed as such a respected brew. One I would get again for sure.,4.75
Plead The 5th - Bourbon Barrel-Aged,"2015 edition. Poured from a wax-topped 12 oz bottle into a Dogfish Head tulip

L: Inky black pour with a finger of mocha colored head. Solid lacing.

S: Rich and roasty... big time cocoa , coffee, and grains plus bourbon/booze.

T.F: Just like it smells. Loads or roasted malts and burned sugars. Vanilla/bourbon... dark chocolate, espresso, and chicory. Toffee and molasses with a bit of oak and earth. Dark fruit and a hint of licorice. Medium to thick bodied... warming... boozy but not as much as expected. Super smooth and creamy mouthfeel.

O: An elite BBA RIS. Fantastic flavor... and a great sipper. One to seek out.",4.25
Plead The 5th - Bourbon Barrel-Aged,Quite a good Bourbon barrel aged beer if anything I guess it could use a touch more barrel character but it really did round out the aggressive hops and roast that the base beer has. Plus I think people are also forgetting how affordable this beer is I picked up a couple cans for under $4 each and that is quite a steal for such a treatment. Sure it may not be 100 out of 100 but it is still a very smooth easy drinking bba stout.,4.75
Plead The 5th - Bourbon Barrel-Aged,"2015 Vintage, 12oz waxed bottle

L - Appearance is a deep dark brown, nearly black.
S - Very sweet aroma of chocolate, molasses, and possibly root beer?
T - Not at all like it smells, and I can’t quite put my finger on the flavors. Mild carbonation, and I like it better as it warms. Not at all sweet, maybe even a bit bitter. Root beer? Char? Can’t quite tell, but unlike any barrel aged stout I’ve had.
F - Smooth, creamy, moderate thickness
O - Enjoyed this one because it’s different than any stout I’ve ever had. Def not your typical dessert stout",4.5
Plead The 5th - Bourbon Barrel-Aged,"12oz can poured into a tulip. Pours almost black; creamy khaki head that fades leaving solid retention and lacing. The aromas are malt forward. Hints of chocolate and cocoa. Some cherries and dark fruits. Mild hints of vanilla. The bourbon is pretty subtle in the aroma department and almost goes unnoticed. The flavors are balanced. More chocolate leading the way. More hints of vanilla coming from the oak. More cherries and dark fruits. Some raisins too. Some molasses. Subtle spiciness. Possibly some hints of rye and black pepper in the mix. The bourbon is subtle but noticeable and blends well with everything. Subtle sweetness. Low bitterness. Solid malt backbone. Subtle alcohol flavors in the finish along with an enjoyable warmth, but it's not hot or boozy at all. Mouthfeel is very nice. It's full-bodied with moderate carbonation. It's fluffy, velvety, creamy and smooth.

This is a pretty solid barrel-aged stout. It's subtle and bold at the same time. I always liked Plead The 5th, but never tried the barrel-aged version so I'm glad to have finally tried it after all of these years. It's simply enjoyable and fun to drink. Not bad at all. I like it.",4.0
Plead The 5th - Bourbon Barrel-Aged,"2013 vintage
12 oz wax-tipped bottle, into a snifter.

Crude-oil brew, viscous as hell. No apparent carbonation, no head. Nose is anise-forward, with notes of molasses and oak at the edge of the bouquet. Flavors are full of licorice and root beer. Molasses, tobacco, hints of coffee and leather. Mouthfeel is lighter than expected given the lack of carbonation. Medium finish (for the style), sweet with lingering residuals.

Wonder is the ‘top secret root’ is sarsaparilla?",4.25
Plead The 5th - Bourbon Barrel-Aged,"From the 12 oz can (!?!) in a snifter. This solid imperial pours a rich
coal black with a very nice head of light brown foam that dissipates
to a thick ring, thin swirling pool, and shows some nice lacing. Nose of
bourbon, vanilla, oak, dark coffee, dark chocolate, balanced char and
roast, and loads of warming, astringent booze. Flavors exceed by a nice
presentation of brown sugar, bourbon, vanilla, rich oak, warming booze,
dark chocolate, faint tobacco, dark fruit notes of black and blueberry,
and a nice dash of cream. Nice mouth feel; full body, rich, smooth,
lightly creamy, coating, light carbonation, and a warming boozy finish
with a bitter malt end note.

A wondrous symphony of malt and barrel in perfect harmony!

Cheers",4.5
Plead The 5th - Bourbon Barrel-Aged,"This 2021 release tastes a bit young when compared with prior years. Some 'heat' from the alcohol is evident in the first sips, and the overall taste is not as rich as I remember in prior years. Maybe this one needs some aging to reach its potential., but it's a very good beer now.",4.5
Speedway Stout - Bourbon Barrel-Aged,"Roasty, boozy, malty. Warming up helps it round out into a pretty good beer. When it’s cold, it’s a bit thin and the flavors don’t come through. Feel is a bit thick and syrupy, but I enjoy it, I heard the latest version wasn’t very good compared to the past, but I like this. And then I see I actually rated it lower than it’s score, and I guess what I’ve heard is right.",4.5
Speedway Stout - Bourbon Barrel-Aged,"Delicious 2022 bottle. Pours deep black/brown with no head. Aroma is mild rickhouse (woody, bourbon) and roasted malts. Taste follows with nice mild bourbon notes and solid roasted malts. Feel is stellar smooth, roasty, clean, wow. Overall, if you have the means, you should experience this.",4.5
Speedway Stout - Bourbon Barrel-Aged,"12oz bottle of the 2022 vintage. Has a strong barrel character of bourbon, wood, and vanilla. Moderately boozy with plenty of alcohol heat. Coffee is a bit hidden but noticeable. Mild bitter roast in an otherwise sweet stout. Too sweet and too hot for my tastes but I do enjoy the barrel flavors.",4.0
Speedway Stout - Bourbon Barrel-Aged,Barrel forward bourbon oak and cherry.,4.0
Speedway Stout - Bourbon Barrel-Aged,"2022 vintage poured from a 12oz bottle into a TG MD snifter. pours an onyx black with a dark khaki head that recedes into a thin collar around the edge of the glass. bourbon, oak, coffee, chocolate and vanilla on the nose. oak and whiskey on the taste with a bit of coffee and chocolate. medium-full mouthfeel with a slick finish. not a bad barrel-aged imperial stout but also quite boozy and bitter. heavy on the oak, bourbon and the coffee adds a bitter component. there’s definitely some roasted malts as well as chocolate and vanilla hiding in there too but they get covered up by the oak bourbon barrel presence and bitter coffee.",4.25
Speedway Stout - Bourbon Barrel-Aged,"12oz bottle
2022 release
L: black stout with zero head
S: dark cocoa, bourbon, coffee, oak, caramel, vanilla, roast/char
T: dark chocolate, coffee, roasted barley, caramel, boozy bourbon, oak, vanilla, spice, molasses, dark fruit, earthy hops, white pepper
F: full body, lower carbonation, boozy & rich, peppery finish with spicy bourbon and dark cocoa lingering
O: so complex and so good!",4.5
Speedway Stout - Bourbon Barrel-Aged,"2022 vintage. drank 8/12/22
Pour is jet black with a thin fizzy cinnamon colored head. poor retention. no lacing. does leave legs running down the glass.
nose is oaky, bourbon, bourbon-y vanilla, rich dark chocolate, hint of coffee and vanilla
Taste follows. rich dark chocolate, fudge, bourbon, oak, oaky/bourbony vanilla, coffee, excellent. A bit of warming alcohol.",4.5
Speedway Stout - Bourbon Barrel-Aged,"12oz bottle. Label identifies this as '2022' product.
Black colored body, with an extremely thin dark mahogany back lit edge. 1-1/2 mocha brown head, which settles back to an interrupted cap with an active surface. Leaves a couple of thin strings of lacing.
Aroma of roasted barley malt, dark coffee, and dark chocolate. Has vanilla and sweet bourbon.
Taste has bourbon drenching all the flavors of dark chocolate, roasted malt, and dark coffee. Has some expression of dark cherry. Chocolate first and then coffee. The bourbon, with its vanilla, cover everything and extend far into the aftertaste.
Seems like a thin mouth feel at first, but thickens as the body is held in the mouth. Slight coating after each sip. Noticeable alcohol burn on the tongue. Supportive carbonation.
This is a great sipping brew, similar to a slow sipping whiskey. Savor each sip to get the full expression.",4.25
Speedway Stout - Bourbon Barrel-Aged,"Alesmith has one of the longest chain of variants in their Speedway Stout. You got the base, Barrel Aged, and everything in between. Here we have the 2022 BA variant; no frills and full of tangy yeast. The barrel plays lead actor and gets straight to the point. A great offering for the BA purist.",4.25
Speedway Stout - Bourbon Barrel-Aged,"Bought from bottle craft in the North Park neighborhood of San Diego. $8.5 for a 12 oz bottle

A&S: Appearance looks pretty bland. No real head or lacing. The speaks of the head that are there, are brown. The aroma is pretty amazing. Powerful bourbon, sweet dark chocolate, toasted malts, and some coffee.

T&M: Taste is pretty tasty. Slightly bitter, sweet syrup, caramel tones in the finish. Unfortunately, there are some downsides to the taste in my opinion. I have been getting this with stouts for a while now, and I definitely, get it with this beer, but soy sauce is a part of the taste. Fantastic feel. Super rich texture, almost creamy. Carbonation adds a tiny kick, but not enough to take away from the milky tones.

Overall: I liked this beer. It was worth a try, but it falls into the category of, worth a try, but won't buy again.",4.25
Speedway Stout - Bourbon Barrel-Aged,"This stout is hardcore. It tastes like something a witch would brew in a cauldron, or like drinking from a swamp of chocolate and bourbon. It's very reminiscent of Hoppin Frog stout variants. Rich, decadent and potent

Absolutely delicious. Goes down like motor oil. Rich like nothing else, but if you like it - you'll really like it. Also, I'm drunk!",5.0
Speedway Stout - Bourbon Barrel-Aged,"Released 4/23/22; drank 6/15/22 @ the Yarchives.

Black/brown appearance.

An even pour yielded a nice dark tan head; nice lace.

Dark roast coffee bean, bourbon heat, milk chocolate & faint wood notes in the nose.

Medium thick, creamy mouthfeel.

Dark roast coffee bean & bourbon heat flavors up front; milk chocolate & faint oak notes on the finish.

Not too sweet, but perhaps a touch too boozy. A solid barrel aged stout.",4.25
Speedway Stout - Bourbon Barrel-Aged,"So this is a George Burns beer - we are talking 100 here and stuff. Now, to be honest, I don’t know much about old George; but the fact that he made it to the ripe old age of 100 is pretty dandy in my book. Meanwhile, a beer that’s rated 100 on BA is pretty wild too. Coming full circle, I’m feeling it. Barrel Aged Speedway might not be as cool as some old dude who smoked cigars a good deal of his life and lasted so long, but it’s like the cool dude at your local Elks Lodge who smashes at Shuffleboard and randomly buys you a beer because he’s cool like that. Let’s boogie.",4.25
Speedway Stout - Bourbon Barrel-Aged,"12 ounce bottle, 2022 vintage. Served in a snifter, the beer pours dark brown/black with about an inch tan head. Head retention and lacing are both good. I like the aroma, the brew smells like bourbon, coffee, roasted malt, vanilla, and dark chocolate. Taste is pretty much just like the aroma, but there's also some oak, dark bready and burnt/charred malt flavors noticeable too. Mouthfeel/body is full, it's rich, coating and easy to drink with a moderate amount of carbonation. This is a pretty good straight up barrel aged version of a classic imperial stout, really liked this one a lot! Speedway Stout is a great brew to begin with, and AleSmith didn't mess up the barrel aged version! Wish I would have bought more of this one, I know I'll buy more of it if I get the chance to!",4.5
Speedway Stout - Bourbon Barrel-Aged,"Bottled 418/22, poured at 52°. Really nice looking pour, thick'n chewy almost black, a small tan head that's gone in a flash, some lingering bubbles at the edge. Snot maker detects some coffee, chocolate, roasted barley, maybe a bit of vanilla and bit of whiskey. Taste buds get, chocolate, coffee and toffee. Nice creamy mouthfell, a very easy drinker, abv is hardly noticeable.",4.0
Speedway Stout - Bourbon Barrel-Aged,"Just got some bottles in via delivery, was itching to try... and i'm not at all disappointed.

This is the 2022 edition, 13.3% ABV... pours an opaque deep dark brown with quickly receding bubbles, reminded me so much of a cola... The nose is of deep sweet malts and barrel wood, coffee, cocoa, chicory... Taste delivers the promise on home, with those sweet malts and barrel leaching, tangy vanillin, brick choco, cooled coffee... not so ""hot"" in alcohol burn... Nice, comforting and appealing feel in the mouth, on the tongue and in the swallow, deep but not overly sticky. Very enjoyable and i'm sure i will be developing a real craving for the remainder of this stash.

EDIT: I'd pit this against the venerable Parabola any day.",4.5
Speedway Stout - Bourbon Barrel-Aged,"#98, yummy!",5.0
Speedway Stout - Bourbon Barrel-Aged,"2022 version.
I came in with low expectations compared to their 2020 Anvil and Stave BBA Speedway series. Reasons being : this was available for shipping ( 2020 was pickup only) , this saw very Wide distribution(2020 didn't) , this one cost 8 dollars for a 12oz ( 2020 was 15 for 11.2 oz), abv is 13% which is 1% over regular speedway (2020 was 14.4), They didn't disclose barrel source and not importal but the label sucks.

Smell: single source well made espresso shot with shaved dark chocolate on top, very little bourbon .

Look: looks like an Imperial Stout

Feel: coats the toungue nicely and almost a bit chewy but falls short cuz feels thinner than what i expected

Taste: heres the downfall of this . It tastes lime bottom shelf milk chocolate and hardly has any cocoa, vanilla,tobacco, leather or dark fruit flavors. It has a taste of cheap ass bourbon on the backend of this as well.

Overall: glad i only bought two . This one is a letdown, but i hold their 2020 to be the standard. Save yourself some money and just buy Regular Speedway. Its the same shit.

2020 Release: i rated All 5s.
Updated this for the 2022 release.
2022 doesnt compare at all. What a let down.",3.0
Speedway Stout - Bourbon Barrel-Aged,"Appearance - The beer poured a deep black color with a mocha colored head.

Smell - The beer had a pleasant bourbon nose. The malts of the beer were also allowed to shine.

Taste - The profile was led by loads of milk chocolate. Bourbon was strong, but not hot or overbearing. The malts were evident as were hints of vanilla. Bourbon became a bit stronger in the finish with just a bit of sting.

Mouthfeel - This was not a particularly thick stout, bit it coated nicely.

Overall - This is a tasty, fairly easily accessible BA stout.",4.5
Double Nelson,"16oz can dated 9/15/21.

Pours hazy gold with a half inch head of white. Moderate retention and lacing. Dank, wild grapes in the nose. Medium bodied with a soft but crisp mouthfeel. Juicy, resinous citrus on the palate with minimal malt and a medium bitterness. Pineapple, white grapes, and papaya. Finishes fairly dry but juicy and wildly dank.",4.5
Double Nelson,"Immense thank you to jrc1093 for this one. I've always wanted to try this little Kiwi bastard.

12oz can - dated 10/06/20 - poured into an ale stem at 40°F.

Pours a fully hazed, but just shy of milky peach flesh yellow, topped with a large finger of off-white foamy head with good retention, leaving a tall collar of lacing as it recedes. No visible effervescence through the haze.

Nose: Instantly recognisable as a Nelson single hop IPA. Green, grassy, herbal notes of cut grass, unripe horned melon rind, lime leaf, white grape, passionfruit, feijoa, lychee, leafy, vegetal wild herbs, unripe pineapple, unripe mango, orange zest, and a peppery twinge.

Palate: As expected, this greets the palate with the same Nelson intensity as on the nose. Horned melon, acidic pineapple, white grape, unripe mango, passionfruit, lychee, kumquat, and unripe melon rind, shifting into some greener notes of lime leaf, lime zest, fresh cut grass, and a vegetal, planty root note - green, and slightly earthy. This shifts into oily, resinous, leafy territory, before taking on a very distinct lime zest note. The beer finishes with this lingering lime zest, complete with a firm pithy bitterness, and showing some pale, flakey malt underneath.

Mouthfeel/Body: For the higher ABV, this drinks wonderfully. All the 8% flavor saturation, but remains crisp, fluid, and drinkable. It still has that soft, fluffy New England texture, but it's never sticky, sappy, or heavy. Effervescence is moderate, but very fine, lending a nice fuzziness. There's that signature racey Hill minerality to it, which compliments a wonderful touch of hop acidity.

Overall: A truly fantastic display of Nelson - so on-point, it almost serves as a Nelson caricature, in the best possible way. Densely saturated, green, leafy, and vegetal, with all the uniqueness inherent to Nelson. The base beer is so classically Hill Farmstead, which only serves to elevate the experience with an impressive display of quality and craftsmanship. Balanced, polished, and refined, shining everywhere you could want a Hill IPA to shine.",4.5
Cutting Tiles - Mosaic,"Bar poured two finger head. Cloudy light amber/dirty gold color. Minor spots.

Spicy hop nose with black pepper, charred wood, and butter. Light malt background.

Clean blend of non-grainy pale malt and subtly bittering hop. Above average body with an elevated level of effervescence. The finish has the mildest of tartness. There's a toasted white bread flavor in the swallow. The aftertaste is mostly a dry, peppery flavor.",4.25
Cutting Tiles - Mosaic,"A-Hazy yellow with a white head that does linger a bit
S-Aroma is sweet and floral, with elements of ripe fruit and candied orange
M-Juicy and smooth, but the alcohol does bite a bit. Low carbonation and full bodied.
T-Sweet upfront with alcohol coming through quite assertively
O-Can was good, but this review needs to consider the fresher version at the brewery which was outstanding…
Note-I had this at the brewery and it was a knockout…this review is of a can purchased at the brewery, but was about 6 weeks old",4.5
Cutting Tiles - Mosaic,"In my top 5 beers or 2020 that I tried. Just a really well done, well balanced IPA with a great mouthfeel and complex, but subtle flavors. Just a hint of honey. Wish I had regular access to this, it's a fantastic beer.",4.5
Cutting Tiles - Mosaic,"Can from Tfontana, thanks for the opportunity!
Hazy medium straw in color with a thin bubbly white head that persists. Earthy grassy with sweet bready honey maltiness and a ton of citrus and tropical fruits. Tasty.",4.0
In Perpetuity,"Pours light hazy orange, half-inch head with moderate lacing. Nose is mango, passionfruit, fruit punch, and very light resin. Taste has light tropical sweetness, light pine and resin, with a pleasant bittering aftertaste. The finish is also on the dry side, while the mouthfeel, though not thin, isn't as silky soft as other TH NEIPAs. Overall, a nice, balanced NEIPA that stands out among other offerings.",4.25
In Perpetuity,"Canned 9/17/20, tasted 11/2/2020. Really enjoyed this one! On the lighter side, as an IPA rather than a DIPA, but packed a ton of flavor in there. The smell in particular was impressive - just a powerful, appetizing aroma. The mouthfeel was a tad thin for my taste, but otherwise, a deliciously bitter and juicy hazy IPA.",4.5
